id	uid	author	attribution	signature	signature_index	title	part	translator	dedication	type	year	publication	censorship	censor	volume	number	section_content	section_form	first_page	last_page	length	filename_txt	comments
81	75	"Белинский В. Г."	"установлено"	"нет"	"нет"	"Тереза Дюнойе. Роман Евгения Сю. Пер. В. М. Строева. СПб. 1847. Матильда, записки молодой женщины. Сочинение Евгения Сю, автора «Парижских тайн» и «Вечного жида». Перевод с французского, пересмотренный и исправленный В. Строевым. СПб. 1846–1847. Тринадцать частей. Сын тайны (Le Fils du Diable). Роман Поля Феваля. СПб. 1847. Два тома, восемь частей. Иезуит. Характеристическая картина из первой четверти осьмнадцатого столетия. Соч. К. Шпиндлера. Перевод с немецкого. Издание П. И. Мартынова. СПб. 1847. Три части"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	41	62	22	"1847_3_9"	""
82	76	"Белинский В. Г."	"установлено"	"нет"	"нет"	"Два Ивана, два Степаныча, два Костылькова. Роман. Сочинение Н. Кукольника. СПб. 1846"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	62	76	15	"1847_3_10"	""
83	77	"Белинский В. Г."	"установлено"	"нет"	"нет"	"Новая библиотека для воспитания, издаваемая Петром Редкиным. М. 1847. Две книжки. Сын рыбака, Михаил Васильевич Ломоносов. Повесть для детей. Сочинение П. Фурмана. Издание второе. СПб. 1847. Альманах для детей, составленный П. Фурманом. СПб. 1847"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	76	85	10	"1847_3_11"	""
84	78	"Белинский В. Г."	"установлено"	"нет"	"нет"	"Картина земли для наглядности при преподавании физической географии, составленная А. Ф. Постельсом. С литографированным большим рисунком. СПб. 1846"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	85	86	2	"1847_3_12"	""
85	79	"Салтыков-Щедрин М. Е."	"под вопросом"	"нет"	"нет"	"Самоеды в домашнем и общественном быту. Владимира Иславина. СПб. 1847"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	86	97	12	"1847_3_13"	""
86	80	"Белинский В. Г."	"установлено"	"нет"	"нет"	"Исторический сборник, составленный г. Герцом. Книжка первая. СПб. 1847"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	97	97	1	"1847_3_14"	""
87	81	"Белинский В. Г."	"установлено"	"нет"	"нет"	"Руководство к (о) всеобщей истории. Сочинение д-pa Фридриха Лоренца, орд. профессора Главного педагогического института и директора Главного немецкого училища при Евангелическо-лютеранской церкви св. Петра. Части II-й отделение 1-е. Издание второе. СПб. 1847"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	97	98	2	"1847_3_15"	""
88	4773	"Кронеберг А. И."	"установлено"	"нет"	"А. И. Кронеберга"	"Святочные рассказы Диккенса. A Christmas carol in prose. — The Chimes. — The cricket on the hearth. — The battle of life"	"1"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Критика и библиография"	"Критика и библиография"	1	18	18	"1847_3_16"	""
89	82	"Ферри Г."	"установлено"	"Габриель Ферри"	"Ферри"	"Хозе Хуан, ловец жемчужных раковин. (Рассказ Габриеля Ферри)"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	1	21	21	"1847_3_17"	""
90	83	"Никитенко А. В."	"установлено"	"нет"	"нет"	"Похождения мужичка в Питере"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	21	27	7	"1847_3_18"	""
91	84	"неизвестный"	"не установлено"	"нет"	"нет"	"Отзыв англичан о русском земледелии"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	27	30	4	"1847_3_19"	""
92	85	"неизвестный"	"не установлено"	"нет"	"нет"	"Пароходство на Волге"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	30	35	6	"1847_3_20"	""
93	86	"Ильенков П. А."	"под вопросом"	"нет"	"нет"	"Новейшие опыты и исследования над действием серного эфира"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	35	38	4	"1847_3_21"	""
94	4711	"Анненков П. В."	"установлено"	"нет"	"П. А—ва"	"Парижские письма"	"3"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	38	46	9	"1847_3_22"	""
95	87	"Тургенев И. С."	"установлено"	"Т."	"И. Т—ва"	"Письма из Берлина"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	46	49	4	"1847_3_23"	""
96	88	"Панаев И. И., Штрандман Р. Р."	"установлено"	"нет"	"нет"	"Современные заметки"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	49	80	32	"1847_3_24"	""
97	89	"Буняковский В. Я."	"установлено"	"В. Буняковский"	"нет"	"Письмо к редактору «Современника»"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Смесь"	"Смесь"	80	82	3	"1847_3_25"	""
98	90	"Панаев И. И., Панаева А. Я."	"установлено"	"нет"	"нет"	"<Моды>"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"Моды"	"Моды"	1	4	4	"1847_3_26"	""
99	91	"Уваров С. С., неизвестный"	"установлено частично"	"нет"	"нет"	"Примечание к статье «Исследование об элевсинских таинствах», напечатанной во II книжке «Современника»"	"нет"	"нет"	"нет"	"проза"	1847	"02.03.1847"	"28.02.1847"	"Ивановский И. А., Куторга С. С."	"II"	"3"	"От редакции"	"не указано"	1	6	6	"нет"	""
100	4686	"Гончаров И. А."	"установлено"	"Ив. Гончаров"	"И. А. Гончарова"	"Обыкновенная история. Роман в двух частях"	"2"	"нет"	"нет"	"проза"	1847	"01.04.1847"	"31.03.1847"	"Ивановский И. А., Куторга С. С."	"II"	"4"	"Словесность"	"Словесность"	241	412	172	"1847_4_1"	""
101	92	"Де Валон А."	"установлено"	"Алексис де Валон"	"Алексиса де Валона"	"Каталина де Эрайсо. Историческая испанская повесть, г. Алексиса де Валона"	"нет"	"нет"	"нет"	"проза"	1847	"01.04.1847"	"31.03.1847"	"Ивановский И. А., Куторга С. С."	"II"	"4"	"Словесность"	"Словесность"	413	466	54	"1847_4_2"	""
